A_id,A_amount,A_valueDate,A_currencyCode,Risk_Exposure
645187068153.0,-7245210.0,2023-04-02,USD,7245210.0
759386586445.0,-7240783.26,2023-05-21,USD,7240783.26
571146378933.0,7240783.26,2023-05-21,USD,7240783.26
756946201524.0,7240000.0,2023-03-10,USD,7240000.0
870608201931.0,7240000.0,2023-03-10,USD,7240000.0
311224877842.0,7240000.0,2023-03-10,USD,7240000.0
507426012092.0,-7240000.0,2023-03-10,USD,7240000.0
880620508683.0,-7240000.0,2023-03-10,USD,7240000.0
939700040571.0,-7240000.0,2023-03-10,USD,7240000.0
330256656383.0,-7235360.0,2023-04-06,USD,7235360.0
208495677030.0,-7194392.39,2023-04-30,USD,7194392.39
188764535882.0,7169754.72,2023-03-22,USD,7169754.72
602503422898.0,7166405.18,2023-05-18,USD,7166405.18
58141395599.0,7160827.41,2023-04-08,USD,7160827.41
621079917524.0,-7160000.0,2023-03-23,USD,7160000.0
606449507468.0,-7090779.14,2023-05-13,USD,7090779.14
930921187631.0,7090779.14,2023-05-13,USD,7090779.14
416596525671.0,7062013.34,2023-03-29,USD,7062013.34
730025676952.0,-7062013.34,2023-03-29,USD,7062013.34
790517339813.0,7058226.34,2023-04-07,USD,7058226.34
431393345264.0,-7058226.34,2023-04-07,USD,7058226.34
133155968074.0,7057876.46,2023-05-27,USD,7057876.46
259087101628.0,-7000000.0,2023-05-07,USD,7000000.0
746648721822.0,6950000.0,2023-04-26,USD,6950000.0
192403855298.0,-6950000.0,2023-05-07,USD,6950000.0
604469253645.0,-6950000.0,2023-04-26,USD,6950000.0
533093455804.0,-6934859.0,2023-04-05,USD,6934859.0
194664480715.0,6880102.8,2023-05-26,USD,6880102.8
21810817160.0,6879783.4,2023-04-14,USD,6879783.4
477311425386.0,6841595.58,2023-05-24,USD,6841595.58
291843395148.0,-6841595.58,2023-05-24,USD,6841595.58
804980752947.0,6840778.5,2023-05-24,USD,6840778.5
670916748277.0,-6840778.5,2023-05-24,USD,6840778.5
921495442833.0,-6836451.92,2023-03-22,USD,6836451.92
183216366880.0,6836451.92,2023-03-22,USD,6836451.92
830714457928.0,6779912.2,2023-03-08,USD,6779912.2
911632988984.0,-6779912.2,2023-03-08,USD,6779912.2
405741881657.0,6770000.0,2023-03-22,USD,6770000.0
995582675559.0,-6770000.0,2023-03-22,USD,6770000.0
824430597868.0,6762346.22,2023-05-24,USD,6762346.22
738404450562.0,-6762346.22,2023-05-24,USD,6762346.22
666768175561.0,-6755163.85,2023-05-04,USD,6755163.85
72578259071.0,6755163.85,2023-05-04,USD,6755163.85
459987712329.0,-6755139.5,2023-05-05,USD,6755139.5
112312923622.0,6755139.5,2023-05-05,USD,6755139.5
467793156455.0,6742000.0,2023-04-30,USD,6742000.0
275704088970.0,-6738843.66,2023-03-09,USD,6738843.66
175357618829.0,6738843.66,2023-03-04,USD,6738843.66
518979720080.0,-6706651.97,2023-03-23,USD,6706651.97
400429019740.0,6590214.68,2023-05-24,USD,6590214.68
121528585808.0,-6590214.68,2023-05-24,USD,6590214.68
366823624173.0,6586955.97,2023-05-11,USD,6586955.97
841339154542.0,6584619.87,2023-04-30,USD,6584619.87
340872742912.0,-6584550.37,2023-03-09,USD,6584550.37
546489024520.0,6584550.37,2023-03-04,USD,6584550.37
546001057758.0,6577038.7,2023-03-05,USD,6577038.7
616064418943.0,6535847.23,2023-04-09,USD,6535847.23
694798888377.0,-6470868.58,2023-03-25,USD,6470868.58
163580896758.0,6461256.2,2023-04-28,USD,6461256.2
616786119984.0,-6461256.2,2023-04-28,USD,6461256.2
635744799454.0,6461256.2,2023-04-28,USD,6461256.2
838289239653.0,-6461256.2,2023-04-28,USD,6461256.2
509635565679.0,6401441.4,2023-04-01,USD,6401441.4
895940882763.0,-6401441.4,2023-04-01,USD,6401441.4
911279183346.0,-6390247.39,2023-04-06,USD,6390247.39
183012672822.0,-6377944.02,2023-05-13,USD,6377944.02
370291941550.0,6377944.02,2023-05-13,USD,6377944.02
21861905257.0,-6370108.53,2023-03-04,USD,6370108.53
322458998349.0,6370108.53,2023-03-09,USD,6370108.53
130775766964.0,6336851.67,2023-03-22,USD,6336851.67
735156796321.0,6326027.76,2023-03-12,USD,6326027.76
706492885139.0,-6270412.1,2023-04-28,USD,6270412.1
686223207212.0,6270412.1,2023-04-28,USD,6270412.1
985743254720.0,6249877.87,2023-05-11,USD,6249877.87
530303908018.0,-6249877.87,2023-05-11,USD,6249877.87
524225596993.0,6176307.49,2023-04-09,USD,6176307.49
341324846400.0,-6176307.49,2023-04-09,USD,6176307.49
418847219095.0,6154875.31,2023-04-26,USD,6154875.31
657091901201.0,6154875.31,2023-05-07,USD,6154875.31
111742583719.0,-6154875.31,2023-04-26,USD,6154875.31
807233848589.0,-6081224.46,2023-03-12,USD,6081224.46
920504349814.0,6081224.46,2023-03-12,USD,6081224.46
762922055695.0,6015787.98,2023-05-26,USD,6015787.98
527036650963.0,6013091.58,2023-03-17,USD,6013091.58
758922928612.0,-6002000.0,2023-05-04,USD,6002000.0
286312991939.0,6002000.0,2023-05-04,USD,6002000.0
616199278809.0,5919493.7,2023-03-05,USD,5919493.7
612410014101.0,5906411.31,2023-05-07,USD,5906411.31
115921277418.0,-5906411.31,2023-04-26,USD,5906411.31
47306960555.0,5906411.31,2023-04-26,USD,5906411.31
536350397554.0,5871312.92,2023-05-24,USD,5871312.92
172125503834.0,-5871312.92,2023-05-24,USD,5871312.92
561974918358.0,5867638.68,2023-05-24,USD,5867638.68
470155656435.0,-5865615.7,2023-04-28,USD,5865615.7
20809614265.0,5865615.7,2023-04-28,USD,5865615.7
817270144791.0,5823139.01,2023-04-05,USD,5823139.01
247209655883.0,-5823139.01,2023-04-05,USD,5823139.01
287748939597.0,-5823114.74,2023-04-02,USD,5823114.74
95643058331.0,5823114.74,2023-04-02,USD,5823114.74
390799111010.0,5820801.61,2023-03-29,USD,5820801.61
441225692655.0,-5820608.07,2023-04-02,USD,5820608.07
231939709807.0,5820608.07,2023-04-02,USD,5820608.07
541535313351.0,5812706.24,2023-05-05,USD,5812706.24
966595971283.0,-5812706.24,2023-05-05,USD,5812706.24
542694901344.0,-5800000.0,2023-05-07,USD,5800000.0
127175688007.0,5797027.44,2023-04-30,USD,5797027.44
376249196979.0,5728960.74,2023-04-22,USD,5728960.74
593741597857.0,-5728448.39,2023-04-21,USD,5728448.39
294341318358.0,-5720368.94,2023-05-19,USD,5720368.94
741678262008.0,5720368.94,2023-05-19,USD,5720368.94
945122970736.0,5706792.7,2023-05-24,USD,5706792.7
158329686286.0,-5706792.7,2023-05-24,USD,5706792.7
481888014965.0,-5706200.6,2023-03-12,USD,5706200.6
496039225232.0,5706200.6,2023-03-12,USD,5706200.6
626341695592.0,5706200.6,2023-03-12,USD,5706200.6
564189977087.0,-5706200.6,2023-03-12,USD,5706200.6
901072291651.0,-5700439.5,2023-03-09,USD,5700439.5
118143613807.0,5700439.5,2023-03-04,USD,5700439.5
241274018446.0,-5640783.35,2023-05-24,USD,5640783.35
378244551025.0,5640783.35,2023-05-24,USD,5640783.35
320052124092.0,-5630351.94,2023-05-07,USD,5630351.94
145730270247.0,5630254.29,2023-05-12,USD,5630254.29
718145042226.0,-5600000.0,2023-03-22,USD,5600000.0
975893128163.0,-5592782.08,2023-03-22,USD,5592782.08
811583817245.0,5592782.08,2023-03-22,USD,5592782.08
153514702000.0,-5562330.0,2023-05-27,USD,5562330.0
581745010702.0,5562330.0,2023-05-27,USD,5562330.0
713033891645.0,-5555647.89,2023-03-04,USD,5555647.89
535808794837.0,5555647.89,2023-03-09,USD,5555647.89
139940806451.0,-5551097.69,2023-05-13,USD,5551097.69
421378766874.0,5551097.69,2023-05-13,USD,5551097.69
498792234999.0,5551067.35,2023-03-25,USD,5551067.35
151195187049.0,-5519618.24,2023-05-06,USD,5519618.24
977751335362.0,5519618.24,2023-05-06,USD,5519618.24
122954849118.0,-5519000.0,2023-03-22,USD,5519000.0
852285651434.0,5511555.11,2023-03-30,USD,5511555.11
728706610363.0,5509635.8,2023-05-25,USD,5509635.8
308749827892.0,-5509635.8,2023-05-25,USD,5509635.8
268305651862.0,-5445800.0,2023-04-19,USD,5445800.0
889084714156.0,5445800.0,2023-04-19,USD,5445800.0
519862771484.0,5440047.1,2023-04-30,USD,5440047.1
531159583376.0,5438577.93,2023-03-26,USD,5438577.93
31636264933.0,-5438577.93,2023-03-26,USD,5438577.93
470984245057.0,-5438519.02,2023-03-29,USD,5438519.02
140419583419.0,5437177.31,2023-03-26,USD,5437177.31
654374928529.0,5423280.36,2023-04-05,USD,5423280.36
44368720333.0,5419056.9,2023-03-09,USD,5419056.9
863167247903.0,-5390263.76,2023-04-29,USD,5390263.76
164581213530.0,5390263.76,2023-04-29,USD,5390263.76
715938135165.0,-5367532.57,2023-05-07,USD,5367532.57
864910305961.0,5367532.57,2023-05-07,USD,5367532.57
257039067428.0,5367164.96,2023-03-05,USD,5367164.96
484884633484.0,-5367164.96,2023-03-05,USD,5367164.96
401955964736.0,5367164.96,2023-03-16,USD,5367164.96
378647365552.0,5367164.96,2023-03-05,USD,5367164.96
563714845454.0,-5367164.96,2023-03-16,USD,5367164.96
324480955087.0,-5367164.96,2023-03-05,USD,5367164.96
396384983873.0,-5329224.92,2023-04-09,USD,5329224.92
972055557260.0,5329224.92,2023-04-09,USD,5329224.92
6827214744.0,5321013.0,2023-03-15,USD,5321013.0
332770901850.0,5305270.97,2023-05-11,USD,5305270.97
820240197722.0,-5264061.32,2023-05-20,USD,5264061.32
854499240559.0,5264061.32,2023-05-20,USD,5264061.32
765466584097.0,-5237900.28,2023-03-17,USD,5237900.28
322834485430.0,5237900.28,2023-03-17,USD,5237900.28
420519258856.0,-5237900.28,2023-03-17,USD,5237900.28
95002349357.0,-5237900.28,2023-03-17,USD,5237900.28
576982881605.0,5237900.28,2023-03-17,USD,5237900.28
169353255498.0,-5237900.28,2023-03-17,USD,5237900.28
946472566438.0,5237900.28,2023-03-17,USD,5237900.28
653410859812.0,5237900.28,2023-03-17,USD,5237900.28
9910886178.0,5225267.26,2023-05-04,USD,5225267.26
319854134250.0,5210709.94,2023-04-12,USD,5210709.94
100188831716.0,-5210709.94,2023-04-12,USD,5210709.94
640156601443.0,-5178590.83,2023-03-09,USD,5178590.83
902320883228.0,5178590.83,2023-03-04,USD,5178590.83
600279398456.0,5130000.0,2023-03-16,USD,5130000.0
728045842756.0,-5130000.0,2023-03-16,USD,5130000.0
16351542807.0,5129246.02,2023-03-22,USD,5129246.02
562536795178.0,-5129246.02,2023-03-22,USD,5129246.02
500772395293.0,5087042.62,2023-03-08,USD,5087042.62
283673360401.0,-5087042.62,2023-03-08,USD,5087042.62
44780053299.0,5063614.03,2023-05-19,USD,5063614.03
373036827140.0,-5060494.53,2023-05-18,USD,5060494.53
423670565180.0,5056568.02,2023-05-12,USD,5056568.02
676796037013.0,-5056568.02,2023-05-12,USD,5056568.02
374193874842.0,5055422.2,2023-05-12,USD,5055422.2
975250077112.0,-5055422.2,2023-05-12,USD,5055422.2
736362187623.0,5055422.2,2023-05-12,USD,5055422.2
658675659746.0,-5055422.2,2023-05-12,USD,5055422.2
41794100222.0,5052438.6,2023-03-29,USD,5052438.6
14213934678.0,-5051413.13,2023-04-14,USD,5051413.13
480673912804.0,5048664.39,2023-04-05,USD,5048664.39
784614688787.0,-5043004.79,2023-04-30,USD,5043004.79
904877560106.0,-5042000.0,2023-03-23,USD,5042000.0
257224269375.0,5042000.0,2023-03-29,USD,5042000.0
271726119335.0,5042000.0,2023-03-23,USD,5042000.0
821061435648.0,-5037128.04,2023-05-19,USD,5037128.04
427675471715.0,5037128.04,2023-05-19,USD,5037128.04
443757425909.0,5031801.9,2023-04-30,USD,5031801.9
967679279840.0,-5031241.53,2023-03-05,USD,5031241.53
785256029735.0,-5021291.0,2023-04-02,USD,5021291.0
66575210222.0,-5021291.0,2023-04-02,USD,5021291.0
605723642842.0,5021291.0,2023-04-02,USD,5021291.0
379777197832.0,5021291.0,2023-04-02,USD,5021291.0
172898225993.0,-5000000.0,2023-04-14,USD,5000000.0
603327780198.0,-4907878.99,2023-05-21,USD,4907878.99
696232145491.0,4907878.99,2023-05-21,USD,4907878.99
235062017074.0,-4900533.32,2023-04-05,USD,4900533.32
169406747373.0,4900281.95,2023-03-08,USD,4900281.95
200941245374.0,-4900281.95,2023-03-08,USD,4900281.95
895161822302.0,-4896683.8,2023-04-20,USD,4896683.8
308581135558.0,4896683.8,2023-04-20,USD,4896683.8
806374049511.0,-4896680.0,2023-04-20,USD,4896680.0
927324945479.0,-4896680.0,2023-04-20,USD,4896680.0
402308146884.0,-4896680.0,2023-04-20,USD,4896680.0
977462389418.0,4896638.33,2023-04-21,USD,4896638.33
413936636024.0,-4896638.33,2023-04-21,USD,4896638.33
587922078468.0,4896504.2,2023-04-20,USD,4896504.2
50996883978.0,-4896504.2,2023-04-20,USD,4896504.2
230733246187.0,-4896494.67,2023-04-21,USD,4896494.67
415900239477.0,4896494.67,2023-04-21,USD,4896494.67
948287032102.0,-4896489.9,2023-04-05,USD,4896489.9
859977198729.0,4891887.3,2023-05-13,USD,4891887.3
77789838045.0,-4891887.3,2023-05-13,USD,4891887.3
639970174699.0,4891887.3,2023-05-13,USD,4891887.3
833156071210.0,-4891887.3,2023-05-13,USD,4891887.3
192954647082.0,4869410.18,2023-05-18,USD,4869410.18
650349020345.0,-4862622.48,2023-05-24,USD,4862622.48
843540546550.0,4862622.48,2023-05-24,USD,4862622.48
609855559938.0,-4860984.1,2023-05-03,USD,4860984.1
530672751823.0,4860984.1,2023-05-03,USD,4860984.1
421648589736.0,4860032.86,2023-03-25,USD,4860032.86
760433560023.0,-4860032.86,2023-03-25,USD,4860032.86
187523342681.0,4785975.76,2023-04-28,USD,4785975.76
787979539841.0,-4785975.76,2023-04-28,USD,4785975.76
733253601638.0,-4785642.05,2023-05-19,USD,4785642.05
291217124548.0,4781511.3,2023-03-10,USD,4781511.3
38026077431.0,-4781511.3,2023-03-10,USD,4781511.3
773867762392.0,-4780219.92,2023-05-21,USD,4780219.92
896984709122.0,-4779548.23,2023-05-04,USD,4779548.23
446991444086.0,-4779548.23,2023-05-04,USD,4779548.23
186054357820.0,-4767476.04,2023-04-22,USD,4767476.04
389385560890.0,4726017.91,2023-05-26,USD,4726017.91
92922075698.0,4725190.0,2023-05-03,USD,4725190.0
397577655879.0,4724473.44,2023-04-14,USD,4724473.44
409366476319.0,-4724286.75,2023-04-30,USD,4724286.75
270670542043.0,-4719725.8,2023-03-17,USD,4719725.8
978585207225.0,-4719725.8,2023-03-17,USD,4719725.8
878497833171.0,-4719725.8,2023-03-17,USD,4719725.8
168680148717.0,-4719725.8,2023-03-17,USD,4719725.8
836573744627.0,-4719725.8,2023-03-17,USD,4719725.8
758582602579.0,-4716184.6,2023-03-05,USD,4716184.6
644661405567.0,4716184.6,2023-03-05,USD,4716184.6
221924435997.0,-4716184.6,2023-03-04,USD,4716184.6
810527842879.0,4715953.32,2023-04-07,USD,4715953.32
403941726.0,-4715953.32,2023-04-07,USD,4715953.32
256819003161.0,-4701996.08,2023-05-24,USD,4701996.08
440410445062.0,4701996.08,2023-05-24,USD,4701996.08
669568189380.0,4697352.08,2023-04-08,USD,4697352.08
883326409543.0,-4697352.08,2023-04-08,USD,4697352.08
19123874611.0,4693932.0,2023-03-09,USD,4693932.0
340773220430.0,4691532.86,2023-03-23,USD,4691532.86
708785576088.0,-4691532.86,2023-03-23,USD,4691532.86
611475916345.0,4690679.91,2023-03-22,USD,4690679.91
381235296809.0,4690679.91,2023-03-22,USD,4690679.91
512847474305.0,-4690679.91,2023-03-22,USD,4690679.91
539497863525.0,4690679.91,2023-03-22,USD,4690679.91
791042225012.0,-4690679.91,2023-03-22,USD,4690679.91
2604072860.0,-4690679.91,2023-03-22,USD,4690679.91
699543633935.0,4683691.92,2023-03-15,USD,4683691.92
739081872555.0,4658321.07,2023-05-05,USD,4658321.07
344818909699.0,-4658321.07,2023-05-05,USD,4658321.07
789782356495.0,-4649633.32,2023-04-08,USD,4649633.32
372660985831.0,4639580.0,2023-03-22,USD,4639580.0
113861104237.0,4614804.0,2023-05-05,USD,4614804.0
736716545980.0,4614401.0,2023-05-04,USD,4614401.0
415821402685.0,-4604555.86,2023-05-25,USD,4604555.86
676027528440.0,4604555.86,2023-05-25,USD,4604555.86
931533707594.0,4599375.5,2023-04-14,USD,4599375.5
389394010967.0,-4597850.0,2023-05-25,USD,4597850.0
134206091068.0,-4573157.06,2023-05-24,USD,4573157.06
201860742398.0,4573157.06,2023-05-24,USD,4573157.06
385450422230.0,4570874.16,2023-04-27,USD,4570874.16
715153746080.0,4570496.5,2023-05-24,USD,4570496.5
46153515337.0,-4570496.5,2023-05-24,USD,4570496.5
84444135478.0,4568234.67,2023-03-23,USD,4568234.67
6074565845.0,-4562471.65,2023-05-24,USD,4562471.65
335771068129.0,4562471.65,2023-05-24,USD,4562471.65
214117374909.0,4558836.15,2023-05-05,USD,4558836.15
526788880577.0,4556189.46,2023-05-19,USD,4556189.46
125198523558.0,4551917.99,2023-05-03,USD,4551917.99
352075342789.0,4551917.99,2023-05-04,USD,4551917.99
123386771185.0,-4551917.99,2023-05-04,USD,4551917.99
188279521.0,-4548587.94,2023-04-28,USD,4548587.94
281900781687.0,4548587.94,2023-04-28,USD,4548587.94
184940442934.0,4545568.99,2023-04-26,USD,4545568.99
218169419867.0,-4545568.99,2023-04-26,USD,4545568.99
534463307376.0,4545568.99,2023-05-07,USD,4545568.99
270085105361.0,4528290.29,2023-03-22,USD,4528290.29
916928745752.0,-4528290.29,2023-03-22,USD,4528290.29
254626735192.0,4527364.01,2023-04-14,USD,4527364.01
749632179575.0,4527364.01,2023-04-15,USD,4527364.01
587961432915.0,4527364.01,2023-04-13,USD,4527364.01
261551971248.0,-4527364.01,2023-04-15,USD,4527364.01
396992545155.0,-4527364.01,2023-04-13,USD,4527364.01
985926323208.0,-4527364.01,2023-04-14,USD,4527364.01
630986868460.0,4527300.0,2023-03-22,USD,4527300.0
372531965102.0,-4527300.0,2023-03-22,USD,4527300.0
44585316732.0,-4525530.73,2023-05-04,USD,4525530.73
134496936180.0,4525530.73,2023-05-04,USD,4525530.73
391656611505.0,-4522600.0,2023-04-06,USD,4522600.0
340770957772.0,-4520246.18,2023-03-09,USD,4520246.18
383630914642.0,4520246.18,2023-03-04,USD,4520246.18
558946471597.0,4519450.36,2023-03-05,USD,4519450.36
961845883093.0,-4518949.52,2023-03-04,USD,4518949.52
535170331944.0,4518949.52,2023-03-09,USD,4518949.52
765794388596.0,4500463.45,2023-03-11,USD,4500463.45
43562411011.0,-4500463.45,2023-03-11,USD,4500463.45
491574490689.0,4500000.0,2023-03-05,USD,4500000.0
48942984842.0,4499010.03,2023-05-14,USD,4499010.03
8945178347.0,-4499010.03,2023-05-14,USD,4499010.03
387681653347.0,4499010.03,2023-05-14,USD,4499010.03
870676918973.0,-4499010.03,2023-05-14,USD,4499010.03
768051178382.0,-4498455.65,2022-09-25,USD,4498455.65
891254568227.0,4494745.19,2023-03-22,USD,4494745.19
897867076189.0,-4494745.19,2023-03-22,USD,4494745.19
714743080928.0,4490563.21,2022-09-22,USD,4490563.21
753407904935.0,-4490563.21,2022-09-22,USD,4490563.21
566501657834.0,4481450.0,2023-05-25,USD,4481450.0
869604294539.0,4477929.26,2023-03-05,USD,4477929.26
433985533655.0,-4465894.71,2023-05-05,USD,4465894.71
279461736463.0,4465894.71,2023-04-30,USD,4465894.71
151170567989.0,-4465894.71,2023-04-30,USD,4465894.71
192223471125.0,4465894.71,2023-05-05,USD,4465894.71
668941655608.0,4465894.71,2023-05-04,USD,4465894.71
706107777962.0,-4465894.71,2023-05-04,USD,4465894.71
162994751809.0,-4464430.0,2023-03-08,USD,4464430.0
140091975701.0,4462092.97,2023-05-26,USD,4462092.97
573951084558.0,-4443823.75,2023-04-08,USD,4443823.75
965467813947.0,4443807.38,2023-04-08,USD,4443807.38
760128886790.0,-4424850.23,2023-05-07,USD,4424850.23
624082693616.0,4424511.08,2023-03-09,USD,4424511.08
742408146756.0,-4424511.08,2023-03-04,USD,4424511.08
566456015467.0,4423893.02,2023-03-12,USD,4423893.02
792786369729.0,4423588.36,2023-05-04,USD,4423588.36
45564544020.0,4423503.31,2023-05-20,USD,4423503.31
767329709603.0,-4423503.31,2023-05-20,USD,4423503.31
711605885542.0,4422773.83,2023-03-11,USD,4422773.83
468948406514.0,-4422000.0,2023-03-11,USD,4422000.0
860772362223.0,4421484.94,2023-04-29,USD,4421484.94
559819281915.0,4400000.0,2023-03-16,USD,4400000.0
109717882906.0,-4400000.0,2023-03-16,USD,4400000.0
669523698995.0,4399753.67,2023-03-04,USD,4399753.67
268891872918.0,4392127.37,2023-05-14,USD,4392127.37
299816943957.0,-4392127.37,2023-05-14,USD,4392127.37
23167481614.0,4383700.0,2023-05-26,USD,4383700.0
829720071962.0,-4383700.0,2023-05-26,USD,4383700.0
651011257660.0,-4381445.78,2023-04-05,USD,4381445.78
673289133191.0,4373806.87,2023-03-05,USD,4373806.87
807069430888.0,4369947.31,2023-05-24,USD,4369947.31
603451300354.0,-4369947.31,2023-05-24,USD,4369947.31
999841367039.0,4367503.49,2023-05-28,USD,4367503.49
885707764149.0,4339368.63,2023-05-21,USD,4339368.63
799340731351.0,-4294100.0,2023-03-10,USD,4294100.0
467223240451.0,-4290182.55,2023-05-18,USD,4290182.55
262332639778.0,4241874.48,2023-05-07,USD,4241874.48
182093250807.0,-4241874.48,2023-05-07,USD,4241874.48
790707900146.0,4241868.59,2023-05-06,USD,4241868.59
921756221751.0,-4241868.59,2023-05-06,USD,4241868.59
947215658020.0,4195682.39,2023-03-23,USD,4195682.39
425351876061.0,4179258.57,2023-05-24,USD,4179258.57
757039839544.0,-4179258.57,2023-05-24,USD,4179258.57
24547360237.0,4177901.51,2023-04-06,USD,4177901.51
46438577292.0,4116456.35,2023-05-19,USD,4116456.35
702504309154.0,4106937.0,2023-03-08,USD,4106937.0
696155559799.0,-4106937.0,2023-03-08,USD,4106937.0
635927268103.0,4106514.06,2023-03-12,USD,4106514.06
287872028931.0,-4028624.0,2023-04-19,USD,4028624.0
876732600630.0,4028624.0,2023-04-19,USD,4028624.0
105965656070.0,-4003292.65,2023-05-07,USD,4003292.65
155722563617.0,-4003118.09,2023-03-04,USD,4003118.09
588800216980.0,4003118.09,2023-03-09,USD,4003118.09
852718806899.0,4002660.02,2023-04-08,USD,4002660.02
128265216342.0,-4000000.0,2023-04-12,USD,4000000.0
79020595146.0,-4000000.0,2023-05-25,USD,4000000.0
458589764072.0,-4000000.0,2023-05-21,USD,4000000.0
381425665071.0,4000000.0,2023-05-25,USD,4000000.0
629917456921.0,-3999301.38,2022-09-25,USD,3999301.38
537542277202.0,3999301.38,2022-09-25,USD,3999301.38
832255202462.0,3998495.95,2023-03-17,USD,3998495.95
779254308990.0,-3998009.97,2023-03-04,USD,3998009.97
351265335376.0,3998009.97,2023-03-09,USD,3998009.97
361211708180.0,-3997865.63,2023-03-31,USD,3997865.63
190937338999.0,-3997520.0,2023-03-05,USD,3997520.0
255223389879.0,3997520.0,2023-03-05,USD,3997520.0
214163420674.0,-3994403.17,2023-04-26,USD,3994403.17
427417050402.0,3994403.17,2023-04-26,USD,3994403.17
39655427878.0,3994065.52,2023-04-28,USD,3994065.52
273039871727.0,3991913.32,2023-04-07,USD,3991913.32
679536168590.0,-3991055.18,2023-05-27,USD,3991055.18
667598548805.0,3991055.18,2023-05-27,USD,3991055.18
935513726285.0,3989925.0,2023-03-04,USD,3989925.0
553788178144.0,-3989925.0,2023-03-09,USD,3989925.0
431988642361.0,-3982678.93,2023-05-12,USD,3982678.93
414203229025.0,3982678.93,2023-05-12,USD,3982678.93
774891858649.0,3940084.28,2023-04-30,USD,3940084.28
249653208525.0,3937419.28,2023-04-05,USD,3937419.28
338959463947.0,-3937419.28,2023-04-05,USD,3937419.28
25825324771.0,3934924.2,2023-03-09,USD,3934924.2
659214280016.0,-3934924.2,2023-03-04,USD,3934924.2
40160968181.0,3929780.0,2023-03-17,USD,3929780.0
720677210339.0,-3929780.0,2023-03-17,USD,3929780.0
368790485561.0,3927477.25,2023-04-14,USD,3927477.25
227796470817.0,3924449.99,2023-05-26,USD,3924449.99
440982322014.0,-3922432.3,2023-04-14,USD,3922432.3
869836947823.0,-3922432.3,2023-04-14,USD,3922432.3
105260155294.0,3901579.44,2023-05-11,USD,3901579.44
457330105374.0,-3901579.44,2023-05-11,USD,3901579.44
879766357075.0,3900000.0,2023-05-25,USD,3900000.0
840061711083.0,-3898314.03,2023-04-02,USD,3898314.03
553365619761.0,-3862700.23,2023-05-24,USD,3862700.23
904130186325.0,-3858270.5,2023-05-07,USD,3858270.5
298674578556.0,-3852893.47,2023-03-24,USD,3852893.47
368794615791.0,3825480.52,2023-03-23,USD,3825480.52
772075957355.0,3825480.52,2023-03-19,USD,3825480.52
499154520623.0,3825480.52,2023-03-19,USD,3825480.52
31036154679.0,-3825480.52,2023-03-19,USD,3825480.52
544308722380.0,-3825480.52,2023-03-19,USD,3825480.52
207691254869.0,3823900.98,2023-04-30,USD,3823900.98
146545439958.0,-3823588.07,2023-05-17,USD,3823588.07
299479305327.0,3823588.07,2023-05-17,USD,3823588.07
78788626837.0,3794150.0,2023-03-26,USD,3794150.0
885299404988.0,-3794150.0,2023-03-26,USD,3794150.0
427289093344.0,-3787997.51,2023-03-08,USD,3787997.51
773739398804.0,3787997.51,2023-03-08,USD,3787997.51
671187324766.0,3786981.71,2023-03-04,USD,3786981.71
546175127887.0,-3786981.71,2023-03-09,USD,3786981.71
450448004772.0,3786780.0,2023-04-26,USD,3786780.0
736210025191.0,-3786780.0,2023-04-26,USD,3786780.0
523076738473.0,3752395.0,2023-03-26,USD,3752395.0
681056481921.0,3751161.83,2022-09-25,USD,3751161.83
148616347998.0,3751161.83,2022-09-25,USD,3751161.83
566097986494.0,-3751161.83,2022-09-25,USD,3751161.83
130010413479.0,3750315.62,2023-03-11,USD,3750315.62
633786174829.0,-3750315.62,2023-03-11,USD,3750315.62
935533700087.0,3749461.55,2023-04-15,USD,3749461.55
55382696936.0,3747737.31,2023-05-24,USD,3747737.31
184204870374.0,3738547.33,2023-03-10,USD,3738547.33
193842799249.0,-3686515.3,2023-03-10,USD,3686515.3
215795097769.0,3686515.3,2023-03-10,USD,3686515.3
548633872558.0,-3629500.0,2023-05-17,USD,3629500.0
764987410769.0,-3622488.74,2023-05-03,USD,3622488.74
999967658598.0,3622488.74,2023-05-03,USD,3622488.74
703624052882.0,-3622000.0,2023-03-16,USD,3622000.0
347186783604.0,3622000.0,2023-03-16,USD,3622000.0
638814150820.0,3622000.0,2023-03-16,USD,3622000.0
129219516885.0,-3600000.0,2023-05-07,USD,3600000.0
846077553258.0,-3598117.68,2023-05-27,USD,3598117.68
176563597749.0,-3596900.0,2023-04-14,USD,3596900.0
674622424350.0,-3596900.0,2023-04-14,USD,3596900.0
180875094589.0,-3596900.0,2023-04-14,USD,3596900.0
766398120443.0,3585933.49,2023-05-24,USD,3585933.49
822521861063.0,3572943.5,2023-05-27,USD,3572943.5
569965527546.0,3566161.4,2023-03-09,USD,3566161.4
129863017695.0,-3566161.4,2023-03-04,USD,3566161.4
531002176393.0,-3565841.69,2023-04-30,USD,3565841.69
776762807227.0,3521635.97,2023-03-09,USD,3521635.97
573732633409.0,-3521635.97,2023-03-09,USD,3521635.97
594152914412.0,3521180.0,2023-05-14,USD,3521180.0
144215122448.0,3517222.27,2023-03-10,USD,3517222.27
93607368201.0,-3517222.27,2023-03-10,USD,3517222.27
244309732608.0,3517222.27,2023-03-08,USD,3517222.27
